,id,symbol,period,interval,start_at,open_time,open,high,low,close,SMA240,SMA60,SMA20,SMA5,TEMA5,currentTEMASMADiff,previousTEMASMADiff
33,11777199,BTCUSDT,1,1,1630995540,1630995540,52586.0,52589.0,52586.0,52589.0,,,52619.925,52605.9,52587.90026655917,17.999733440832642,17.10155901653343
34,11777247,BTCUSDT,1,1,1630995600,1630995600,52589.0,52589.0,52588.5,52589.0,,,52617.275,52599.8,52585.779001361225,14.02099863877811,17.999733440832642
35,11777288,BTCUSDT,1,1,1630995660,1630995660,52589.0,52589.0,52557.5,52567.0,,,52613.525,52589.3,52570.32014189195,18.97985810805403,14.02099863877811
36,11777321,BTCUSDT,1,1,1630995720,1630995720,52567.0,52567.5,52567.0,52567.0,,,52609.775,52579.6,52564.572070423594,15.027929576404858,18.97985810805403
37,11777341,BTCUSDT,1,1,1630995780,1630995780,52567.0,52567.5,52567.0,52567.5,,,52606.05,52575.9,52563.63328385934,12.266716140664357,15.027929576404858
38,11777371,BTCUSDT,1,1,1630995840,1630995840,52567.5,52567.5,52567.0,52567.0,,,52603.1,52571.5,52563.93199668233,7.5680033176686266,12.266716140664357
39,11777431,BTCUSDT,1,1,1630995900,1630995900,52567.0,52567.5,52563.0,52563.5,,,52600.525,52566.4,52562.39282065726,4.007179342741438,7.5680033176686266
40,11777468,BTCUSDT,1,1,1630995960,1630995960,52563.5,52563.5,52540.0,52541.0,,,52596.8,52561.2,52546.47135900565,14.728640994348098,4.007179342741438
41,11777490,BTCUSDT,1,1,1630996020,1630996020,52541.0,52541.0,52540.5,52541.0,,,52593.1,52556.0,52540.21362362589,15.786376374111569,14.728640994348098
42,11777534,BTCUSDT,1,1,1630996080,1630996080,52541.0,52541.0,52540.5,52541.0,,,52589.375,52550.7,52538.470715236625,12.229284763372561,15.786376374111569
43,11777572,BTCUSDT,1,1,1630996140,1630996140,52541.0,52541.0,52540.5,52540.5,,,52585.625,52545.4,52538.25922378584,7.140776214160724,12.229284763372561
44,11777607,BTCUSDT,1,1,1630996200,1630996200,52540.5,52541.0,52540.5,52540.5,,,52581.675,52540.8,52538.86153053313,1.9384694668697193,7.140776214160724
45,11777711,BTCUSDT,1,1,1630996260,1630996260,52540.5,52541.0,52537.0,52540.0,,,52577.675,52540.6,52539.25764126236,1.3423587376382784,1.9384694668697193
46,11777745,BTCUSDT,1,1,1630996320,1630996320,52540.0,52540.0,52537.0,52537.0,,,52573.55,52539.8,52537.62856737247,2.17143262753234,1.3423587376382784
47,11777789,BTCUSDT,1,1,1630996380,1630996380,52537.0,52537.5,52537.0,52537.5,,,52569.45,52539.1,52537.48369619227,1.6163038077284,2.17143262753234
48,11777818,BTCUSDT,1,1,1630996440,1630996440,52537.5,52557.5,52537.0,52557.5,,,52566.325,52542.5,52551.668603686674,-9.168603686674032,1.6163038077284
49,11777869,BTCUSDT,1,1,1630996500,1630996500,52557.5,52557.5,52557.0,52557.0,,,52563.2,52545.8,52557.397039788775,-11.597039788772236,-9.168603686674032
50,11777902,BTCUSDT,1,1,1630996560,1630996560,52557.0,52577.5,52557.0,52577.5,,,52561.1,52553.3,52573.76814762395,-20.468147623949335,-11.597039788772236
51,11777936,BTCUSDT,1,1,1630996620,1630996620,52577.5,52620.0,52577.5,52620.0,,,52561.325,52569.9,52609.98279143818,-40.08279143818072,-20.468147623949335
52,11777969,BTCUSDT,1,1,1630996680,1630996680,52620.0,52620.0,52619.5,52619.5,,,52563.0,52586.3,52623.81828670717,-37.5182867071635,-40.08279143818072
53,11777996,BTCUSDT,1,1,1630996740,1630996740,52619.5,52620.0,52607.5,52607.5,,,52563.925,52596.3,52619.0537841298,-22.75378412979626,-37.5182867071635
54,11778050,BTCUSDT,1,1,1630996800,1630996800,52607.5,52608.0,52606.5,52607.0,,,52564.825,52606.3,52614.56697604337,-8.266976043363684,-22.75378412979626
55,11778100,BTCUSDT,1,1,1630996860,1630996860,52607.0,52609.0,52606.5,52608.5,,,52566.9,52612.5,52612.323213753145,0.17678624685504474,-8.266976043363684
56,11778133,BTCUSDT,1,1,1630996920,1630996920,52608.5,52609.0,52608.5,52608.5,,,52568.975,52610.2,52610.51750659795,-0.3175065979521605,0.17678624685504474
57,11778176,BTCUSDT,1,1,1630996980,1630996980,52608.5,52609.0,52568.5,52593.0,,,52570.25,52604.9,52598.32760998185,6.572390018154692,-0.3175065979521605
58,11778190,BTCUSDT,1,1,1630997040,1630997040,52593.0,52593.5,52560.0,52560.5,,,52569.925,52595.5,52570.042459685996,25.45754031400429,6.572390018154692
59,11778230,BTCUSDT,1,1,1630997100,1630997100,52560.5,52560.5,52559.0,52559.5,,52602.51666666667,52569.725,52586.0,52557.708848759255,28.29115124074451,25.45754031400429
60,11778323,BTCUSDT,1,1,1630997160,1630997160,52559.5,52559.5,52548.0,52548.0,,52601.23333333333,52570.075,52573.9,52545.71741348704,28.182586512964917,28.29115124074451
61,11778351,BTCUSDT,1,1,1630997220,1630997220,52548.0,52548.5,52548.0,52548.0,,52599.89166666667,52570.425,52561.8,52542.13190557247,19.668094427535834,28.182586512964917
62,11778377,BTCUSDT,1,1,1630997280,1630997280,52548.0,52548.0,52544.0,52544.0,,52597.61666666667,52570.575,52552.0,52539.36914094261,12.630859057389898,19.668094427535834
63,11778416,BTCUSDT,1,1,1630997340,1630997340,52544.0,52544.0,52512.0,52512.5,,52595.21666666667,52569.175,52542.4,52517.3490488218,25.050951178200194,12.630859057389898
64,11778441,BTCUSDT,1,1,1630997400,1630997400,52512.5,52512.5,52484.0,52484.0,,52592.35833333333,52566.35,52527.3,52489.09684470456,38.20315529544314,25.050951178200194
65,11778493,BTCUSDT,1,1,1630997460,1630997460,52484.0,52484.0,52470.0,52470.5,,52590.125,52562.875,52511.8,52469.300629037134,42.49937096286885,38.20315529544314
66,11778538,BTCUSDT,1,1,1630997520,1630997520,52470.5,52470.5,52470.0,52470.0,,52587.875,52559.525,52496.2,52462.83481293392,33.36518706607603,42.49937096286885
67,11778567,BTCUSDT,1,1,1630997580,1630997580,52470.0,52470.5,52465.0,52465.0,,52585.541666666664,52555.9,52480.4,52458.964148545616,21.435851454385556,33.36518706607603
68,11778599,BTCUSDT,1,1,1630997640,1630997640,52465.0,52494.0,52458.5,52484.0,,52583.191666666666,52552.225,52474.7,52472.68206622737,2.017933772629476,21.435851454385556
69,11778645,BTCUSDT,1,1,1630997700,1630997700,52484.0,52484.5,52458.5,52458.5,,52580.058333333334,52547.3,52469.6,52462.08521230022,7.514787699779845,2.017933772629476
70,11778686,BTCUSDT,1,1,1630997760,1630997760,52458.5,52459.0,52448.0,52448.0,,52576.34166666667,52540.825,52465.1,52450.84297290341,14.25702709658799,7.514787699779845
71,11778710,BTCUSDT,1,1,1630997820,1630997820,52448.0,52448.0,52411.0,52411.0,,52572.35833333333,52530.375,52453.3,52420.84849717759,32.451502822412294,14.25702709658799
72,11778765,BTCUSDT,1,1,1630997880,1630997880,52411.0,52411.5,52410.0,52411.5,,52568.51666666667,52519.975,52442.6,52409.505685980344,33.09431401965412,32.451502822412294
73,11778788,BTCUSDT,1,1,1630997940,1630997940,52411.5,52411.5,52369.0,52369.0,,52563.96666666667,52508.05,52419.6,52376.574256584194,43.025743415804754,33.09431401965412
74,11778831,BTCUSDT,1,1,1630998000,1630998000,52369.0,52404.0,52367.5,52403.5,,52559.99166666667,52497.875,52408.6,52388.670116210116,19.929883789882297,43.025743415804754
75,11778968,BTCUSDT,1,1,1630998060,1630998060,52403.5,52423.0,52403.5,52423.0,,52556.34166666667,52488.6,52403.6,52409.90957504291,-6.309575042912911,19.929883789882297
76,11778987,BTCUSDT,1,1,1630998120,1630998120,52423.0,52423.0,52415.0,52415.0,,52552.558333333334,52478.925,52404.4,52414.54025634917,-10.140256349171977,-6.309575042912911
77,11779022,BTCUSDT,1,1,1630998180,1630998180,52415.0,52415.5,52390.0,52391.0,,52548.375,52468.825,52400.3,52399.7329655922,0.5670344078025664,-10.140256349171977
78,11779068,BTCUSDT,1,1,1630998240,1630998240,52391.0,52391.5,52304.5,52315.0,,52543.191666666666,52456.55,52389.5,52339.86694495384,49.6330550461571,0.5670344078025664
79,11779097,BTCUSDT,1,1,1630998300,1630998300,52315.0,52315.0,52275.0,52275.0,,52537.525,52442.325,52363.8,52286.879641369684,76.92035863031924,49.6330550461571
80,11779140,BTCUSDT,1,1,1630998360,1630998360,52275.0,52297.5,52251.0,52297.5,,52532.225,52429.8,52338.7,52282.83904964298,55.86095035701874,76.92035863031924
81,11779188,BTCUSDT,1,1,1630998420,1630998420,52297.5,52325.0,52297.0,52325.0,,52527.39166666667,52418.65,52320.7,52304.24359818687,16.45640181312774,55.86095035701874
82,11779208,BTCUSDT,1,1,1630998480,1630998480,52325.0,52325.0,52274.5,52278.0,,52521.76666666667,52405.35,52298.1,52283.110579477754,14.989420522244473,16.45640181312774
83,11779232,BTCUSDT,1,1,1630998540,1630998540,52278.0,52293.0,52202.5,52210.0,,52515.00833333333,52390.225,52277.1,52227.70052423023,49.39947576976556,14.989420522244473
84,11779295,BTCUSDT,1,1,1630998600,1630998600,52210.0,52212.5,52188.0,52212.0,,52508.21666666667,52376.625,52264.5,52207.47393454546,57.02606545454182,49.39947576976556
85,11779343,BTCUSDT,1,1,1630998660,1630998660,52212.0,52216.5,52166.0,52166.0,,52500.65,52361.4,52238.2,52169.82437885148,68.37562114851607,57.02606545454182
86,11779367,BTCUSDT,1,1,1630998720,1630998720,52166.0,52166.5,52137.0,52154.5,,52492.9,52345.625,52204.1,52148.98366696973,55.116333030266105,68.37562114851607
87,11779407,BTCUSDT,1,1,1630998780,1630998780,52154.5,52221.5,52154.0,52221.5,,52486.26666666667,52333.45,52192.8,52190.99006866956,1.8099313304410316,55.116333030266105
88,11779437,BTCUSDT,1,1,1630998840,1630998840,52221.5,52221.5,52221.0,52221.0,,52479.61666666667,52320.3,52195.0,52211.72765659471,-16.727656594710425,1.8099313304410316
89,11779480,BTCUSDT,1,1,1630998900,1630998900,52221.0,52221.5,52155.5,52156.0,,52471.89166666667,52305.175,52183.8,52175.61186369509,8.188136304910586,-16.727656594710425
90,11779563,BTCUSDT,1,1,1630998960,1630998960,52156.0,52156.0,52100.0,52123.0,,52463.61666666667,52288.925,52175.2,52136.95427968453,38.24572031546995,8.188136304910586
91,11779583,BTCUSDT,1,1,1630999020,1630999020,52123.0,52198.5,52123.0,52187.5,,52456.48333333333,52277.75,52181.8,52167.10463935923,14.69536064076965,38.24572031546995
92,11779621,BTCUSDT,1,1,1630999080,1630999080,52187.5,52295.5,52187.0,52290.0,,52451.55,52271.675,52195.5,52254.04412467836,-58.54412467835937,14.69536064076965
93,11779664,BTCUSDT,1,1,1630999140,1630999140,52290.0,52315.5,52272.0,52286.5,,52446.50833333333,52267.55,52208.6,52288.583331599104,-79.98333159910544,-58.54412467835937
94,11779693,BTCUSDT,1,1,1630999200,1630999200,52286.5,52340.0,52286.5,52328.5,,52442.166666666664,52263.8,52243.1,52329.67587158533,-86.57587158532988,-79.98333159910544
95,11779748,BTCUSDT,1,1,1630999260,1630999260,52328.5,52329.0,52309.5,52309.5,,52437.875,52258.125,52280.4,52329.975930572844,-49.57593057284248,-86.57587158532988
96,11779797,BTCUSDT,1,1,1630999320,1630999320,52309.5,52310.0,52309.5,52310.0,,52433.59166666667,52252.875,52304.9,52326.14946395016,-21.249463950160134,-49.57593057284248
97,11779819,BTCUSDT,1,1,1630999380,1630999380,52310.0,52310.0,52285.0,52285.0,,52428.88333333333,52247.575,52303.9,52303.67942686556,0.22057313444383908,-21.249463950160134
98,11779863,BTCUSDT,1,1,1630999440,1630999440,52285.0,52310.0,52285.0,52309.5,,52424.59166666667,52247.3,52308.5,52309.17095530062,-0.670955300622154,0.22057313444383908
99,11779913,BTCUSDT,1,1,1630999500,1630999500,52309.5,52310.0,52309.5,52309.5,,52420.35833333333,52249.025,52304.7,52310.64696039534,-5.946960395340284,-0.670955300622154
100,11779947,BTCUSDT,1,1,1630999560,1630999560,52309.5,52334.5,52309.5,52334.5,,52416.916666666664,52250.875,52309.7,52328.10062538704,-18.400625387039327,-5.946960395340284
101,11779987,BTCUSDT,1,1,1630999620,1630999620,52334.5,52334.5,52317.0,52325.0,,52413.316666666666,52250.875,52312.7,52328.204105150864,-15.504105150866963,-18.400625387039327
102,11780018,BTCUSDT,1,1,1630999680,1630999680,52325.0,52325.0,52324.5,52325.0,,52409.71666666667,52253.225,52320.7,52327.243512865774,-6.543512865777302,-15.504105150866963
103,11780050,BTCUSDT,1,1,1630999740,1630999740,52325.0,52325.0,52324.5,52325.0,,52406.125,52258.975,52323.8,52326.13358934879,-2.3335893487892463,-6.543512865777302
104,11780092,BTCUSDT,1,1,1630999800,1630999800,52325.0,52325.0,52285.5,52299.5,,52402.10833333333,52263.35,52321.8,52307.28074825457,14.519251745434303,-2.3335893487892463
105,11780199,BTCUSDT,1,1,1630999860,1630999860,52299.5,52300.0,52260.0,52276.5,,52397.71666666667,52268.875,52310.2,52282.91849230063,27.281507699364738,14.519251745434303
106,11780216,BTCUSDT,1,1,1630999920,1630999920,52276.5,52298.0,52276.0,52298.0,,52393.73333333333,52276.05,52304.8,52288.35408747628,16.445912523726292,27.281507699364738
107,11780249,BTCUSDT,1,1,1630999980,1630999980,52298.0,52298.0,52297.5,52297.5,,52389.73333333333,52279.85,52299.3,52291.659295812344,7.640704187659139,16.445912523726292
108,11780296,BTCUSDT,1,1,1631000040,1631000040,52297.5,52300.0,52297.5,52300.0,,52385.441666666666,52283.8,52294.3,52295.67417641206,-1.3741764120568405,7.640704187659139
109,11780329,BTCUSDT,1,1,1631000100,1631000100,52300.0,52300.0,52299.5,52299.5,,52381.15,52290.975,52294.3,52297.55568803023,-3.2556880302290665,-1.3741764120568405
110,11780371,BTCUSDT,1,1,1631000160,1631000160,52299.5,52367.0,52299.5,52359.5,,52377.51666666667,52302.8,52310.9,52340.83374701103,-29.933747011025844,-3.2556880302290665
111,11780410,BTCUSDT,1,1,1631000220,1631000220,52359.5,52369.0,52359.0,52368.5,,52373.325,52311.85,52325.0,52365.51522151122,-40.51522151121753,-29.933747011025844
112,11780442,BTCUSDT,1,1,1631000280,1631000280,52368.5,52378.0,52368.5,52378.0,,52369.3,52316.25,52341.1,52381.08342864637,-39.983428646373795,-40.51522151121753
113,11780488,BTCUSDT,1,1,1631000340,1631000340,52378.0,52379.0,52377.5,52378.5,,52365.48333333333,52320.85,52356.8,52385.93063513285,-29.130635132845782,-39.983428646373795
114,11780522,BTCUSDT,1,1,1631000400,1631000400,52378.5,52405.5,52378.5,52389.5,,52361.85833333333,52323.9,52374.8,52393.58787548129,-18.787875481284573,-29.130635132845782
115,11780567,BTCUSDT,1,1,1631000460,1631000460,52389.5,52390.0,52386.0,52386.0,,52358.15,52327.725,52380.1,52392.58925334734,-12.4892533473394,-18.787875481284573
116,11780598,BTCUSDT,1,1,1631000520,1631000520,52386.0,52386.5,52386.0,52386.0,,52354.441666666666,52331.525,52383.6,52390.59634238863,-6.996342388629273,-12.4892533473394
117,11780647,BTCUSDT,1,1,1631000580,1631000580,52386.0,52399.0,52386.0,52397.5,,52351.183333333334,52337.15,52387.5,52396.747865641926,-9.247865641926182,-6.996342388629273
118,11780662,BTCUSDT,1,1,1631000640,1631000640,52397.5,52397.5,52388.5,52388.5,,52348.316666666666,52341.1,52389.5,52392.30112760933,-2.801127609331161,-9.247865641926182
119,11780710,BTCUSDT,1,1,1631000700,1631000700,52388.5,52389.0,52386.0,52388.5,,52345.46666666667,52345.05,52389.3,52389.72623951495,-0.42623951494897483,-2.801127609331161
120,11780783,BTCUSDT,1,1,1631000760,1631000760,52388.5,52389.0,52388.5,52388.5,,52342.808333333334,52347.75,52389.8,52388.32812092616,1.4718790738406824,-0.42623951494897483
121,11780818,BTCUSDT,1,1,1631000820,1631000820,52388.5,52389.0,52351.0,52351.5,,52339.53333333333,52349.075,52382.9,52361.610478827766,21.289521172235254,1.4718790738406824
122,11780858,BTCUSDT,1,1,1631000880,1631000880,52351.5,52351.5,52351.0,52351.0,,52336.316666666666,52350.375,52373.6,52350.03568220283,23.56431779716513,21.289521172235254
123,11780887,BTCUSDT,1,1,1631000940,1631000940,52351.0,52351.5,52300.5,52301.0,,52332.791666666664,52349.175,52356.1,52311.02128031716,45.07871968283871,23.56431779716513
124,11780917,BTCUSDT,1,1,1631001000,1631001000,52301.0,52301.0,52300.0,52300.0,,52329.725,52349.2,52338.4,52295.138829942465,43.26117005753622,45.07871968283871
125,11780987,BTCUSDT,1,1,1631001060,1631001060,52300.0,52360.0,52300.0,52359.5,,52327.875,52353.35,52332.6,52332.722821596224,-0.122821596225549,43.26117005753622
126,11781011,BTCUSDT,1,1,1631001120,1631001120,52359.5,52380.0,52359.5,52380.0,,52326.375,52357.45,52338.3,52365.37795299278,-27.077952992774954,-0.122821596225549
127,11781045,BTCUSDT,1,1,1631001180,1631001180,52380.0,52380.0,52379.5,52380.0,,52324.958333333336,52361.575,52344.1,52379.53698235872,-35.436982358718524,-27.077952992774954
128,11781076,BTCUSDT,1,1,1631001240,1631001240,52380.0,52438.0,52379.5,52438.0,,52324.191666666666,52368.475,52371.5,52425.376789348134,-53.87678934813448,-35.436982358718524
129,11781118,BTCUSDT,1,1,1631001300,1631001300,52438.0,52438.0,52437.5,52438.0,,52323.85,52375.4,52399.1,52443.408847549224,-44.3088475492259,-53.87678934813448
130,11781161,BTCUSDT,1,1,1631001360,1631001360,52438.0,52438.0,52430.0,52430.5,,52323.558333333334,52378.95,52413.3,52443.04848925907,-29.748489259065536,-44.3088475492259
131,11781190,BTCUSDT,1,1,1631001420,1631001420,52430.5,52430.5,52409.0,52409.5,,52323.53333333333,52381.0,52419.2,52425.42274900004,-6.222749000044132,-29.748489259065536
132,11781245,BTCUSDT,1,1,1631001480,1631001480,52409.5,52409.5,52380.0,52380.0,,52323.00833333333,52381.1,52419.2,52395.23531900264,23.96468099735648,-6.222749000044132
133,11781274,BTCUSDT,1,1,1631001540,1631001540,52380.0,52380.0,52374.5,52374.5,,52323.1,52380.9,52406.5,52377.82874726716,28.671252732841822,23.96468099735648
134,11781355,BTCUSDT,1,1,1631001600,1631001600,52374.5,52375.0,52374.5,52375.0,,52322.625,52380.175,52393.9,52371.39492075303,22.505079246970126,28.671252732841822
135,11781496,BTCUSDT,1,1,1631001660,1631001660,52375.0,52375.0,52349.0,52349.0,,52321.39166666667,52378.325,52377.6,52351.49531003953,26.10468996046984,22.505079246970126
136,11781525,BTCUSDT,1,1,1631001720,1631001720,52349.0,52349.5,52332.0,52332.5,,52320.01666666667,52375.65,52362.2,52332.61702122824,29.58297877175937,26.10468996046984
137,11781573,BTCUSDT,1,1,1631001780,1631001780,52332.5,52332.5,52306.0,52306.0,,52318.6,52371.075,52347.4,52307.61656855279,39.783431447212934,29.58297877175937
138,11781600,BTCUSDT,1,1,1631001840,1631001840,52306.0,52306.5,52285.0,52306.5,,52318.458333333336,52366.975,52333.8,52299.35349696116,34.44650303884555,39.783431447212934
139,11781620,BTCUSDT,1,1,1631001900,1631001900,52306.5,52316.0,52306.0,52306.5,,52318.98333333333,52362.875,52320.1,52298.23439028991,21.86560971009021,34.44650303884555
140,11781675,BTCUSDT,1,1,1631001960,1631001960,52306.5,52306.5,52279.5,52280.0,,52318.691666666666,52357.45,52306.3,52281.18013827687,25.119861723134818,21.86560971009021
141,11781710,BTCUSDT,1,1,1631002020,1631002020,52280.0,52280.0,52273.0,52279.5,,52317.933333333334,52353.85,52295.7,52275.2080515631,20.491948436894745,25.119861723134818
142,11781746,BTCUSDT,1,1,1631002080,1631002080,52279.5,52332.0,52279.5,52332.0,,52318.833333333336,52352.9,52300.9,52311.39351588001,-10.49351588000718,20.491948436894745
143,11781778,BTCUSDT,1,1,1631002140,1631002140,52332.0,52333.0,52286.5,52289.5,,52320.15833333333,52352.325,52297.5,52298.21115212826,-0.7111521282567992,-10.49351588000718
144,11781821,BTCUSDT,1,1,1631002200,1631002200,52289.5,52290.0,52289.5,52289.5,,52321.45,52351.8,52294.1,52292.385187250016,1.7148127499822294,-0.7111521282567992
145,11781869,BTCUSDT,1,1,1631002260,1631002260,52289.5,52289.5,52190.0,52190.0,,52321.85,52343.325,52276.1,52220.12395414533,55.976045854666154,1.7148127499822294
146,11781894,BTCUSDT,1,1,1631002320,1631002320,52190.0,52228.5,52182.0,52214.0,,52322.84166666667,52335.025,52263.0,52206.9079999953,56.092000004697184,55.976045854666154
147,11781937,BTCUSDT,1,1,1631002380,1631002380,52214.0,52214.5,52214.0,52214.5,,52322.725,52326.75,52239.5,52204.56115364868,34.9388463513169,56.092000004697184
148,11781960,BTCUSDT,1,1,1631002440,1631002440,52214.5,52214.5,52180.0,52180.5,,52322.05,52313.875,52217.7,52182.26318260597,35.43681739402382,34.9388463513169
149,11782014,BTCUSDT,1,1,1631002500,1631002500,52180.5,52180.5,52050.0,52178.5,,52322.425,52300.9,52195.5,52173.47312330856,22.026876691437792,35.43681739402382
150,11782092,BTCUSDT,1,1,1631002560,1631002560,52178.5,52245.0,52178.5,52245.0,,52324.458333333336,52291.625,52206.5,52218.835678297706,-12.335678297706181,22.026876691437792
151,11782121,BTCUSDT,1,1,1631002620,1631002620,52245.0,52245.0,52194.0,52194.0,,52324.566666666666,52280.85,52202.5,52204.00739443761,-1.5073944376126747,-12.335678297706181
152,11782141,BTCUSDT,1,1,1631002680,1631002680,52194.0,52199.5,52150.0,52199.5,,52323.058333333334,52271.825,52199.5,52201.35555064375,-1.855550643747847,-1.5073944376126747
153,11782195,BTCUSDT,1,1,1631002740,1631002740,52199.5,52199.5,52169.0,52194.5,,52321.525,52262.825,52202.3,52196.967368940386,5.332631059616688,-1.855550643747847
154,11782220,BTCUSDT,1,1,1631002800,1631002800,52194.5,52194.5,52157.5,52158.0,,52318.683333333334,52251.975,52198.2,52169.64804648543,28.551953514564957,5.332631059616688
155,11782280,BTCUSDT,1,1,1631002860,1631002860,52158.0,52158.0,52105.0,52111.5,,52315.38333333333,52240.1,52171.5,52125.68569013001,45.81430986998748,28.551953514564957
156,11782316,BTCUSDT,1,1,1631002920,1631002920,52111.5,52111.5,52020.0,52023.5,,52310.60833333333,52224.65,52137.4,52046.405057224714,90.9949427752872,45.81430986998748
